name,version,install_command,release_date,release_year,old_version,old_release_date,old_release_year,url
snowflake-snowpark-python,1.6.1,pip install snowflake-snowpark-python,2023-08-03,2023,0.6.0,2022-06-07,2022,https://pypi.org/project/snowflake-snowpark-python/
Beaker,1.12.1,pip install Beaker,2023-02-04,2023,0.5,2006-03-13,2006,https://pypi.org/project/Beaker/
google-oauth2-tool,0.0.3,pip install google-oauth2-tool,2019-05-01,2019,0.0.1,2019-02-26,2019,https://pypi.org/project/google-oauth2-tool/
rich-click,1.6.1,pip install rich-click,2023-01-19,2023,0.1.0,2022-02-09,2022,https://pypi.org/project/rich-click/
dpkt,1.9.8,pip install dpkt,2022-08-18,2022,1.3,2006-01-22,2006,https://pypi.org/project/dpkt/
aws-cdk.custom-resources,1.204.0,pip install aws-cdk.custom-resources,2023-06-19,2023,0.36.0,2019-06-25,2019,https://pypi.org/project/aws-cdk.custom-resources/
snapshottest,0.6.0,pip install snapshottest,2020-09-29,2020,0.1.0,2017-04-10,2017,https://pypi.org/project/snapshottest/
pyfarmhash,0.3.2,pip install pyfarmhash,2021-12-31,2021,0.1.0,2014-10-17,2014,https://pypi.org/project/pyfarmhash/
webdataset,0.2.48,pip install webdataset,2023-03-21,2023,0.0.0,2020-02-20,2020,https://pypi.org/project/webdataset/
coolname,2.2.0,pip install coolname,2023-01-09,2023,0.1.0,2015-11-06,2015,https://pypi.org/project/coolname/
breathe,4.35.0,pip install breathe,2023-02-28,2023,0.7.0,2011-08-31,2011,https://pypi.org/project/breathe/
types-futures,3.3.8,pip install types-futures,2022-01-27,2022,0.1.0,2021-02-02,2021,https://pypi.org/project/types-futures/
arnparse,0.0.2,pip install arnparse,2019-03-12,2019,0.0.1,2018-05-18,2018,https://pypi.org/project/arnparse/
jiwer,3.0.2,pip install jiwer,2023-06-16,2023,1.2,2018-06-19,2018,https://pypi.org/project/jiwer/
tensorflow-model-optimization,0.7.5,pip install tensorflow-model-optimization,2023-05-26,2023,0.1.0rc0,2019-05-02,2019,https://pypi.org/project/tensorflow-model-optimization/
ocspbuilder,0.10.2,pip install ocspbuilder,2016-07-29,2016,0.9.1,2015-11-15,2015,https://pypi.org/project/ocspbuilder/
easygui,0.98.3,pip install easygui,2022-04-01,2022,0.96(2010-08-29),2014-09-18,2014,https://pypi.org/project/easygui/
couchbase,4.1.7,pip install couchbase,2023-08-08,2023,0.7.0,2012-07-31,2012,https://pypi.org/project/couchbase/
pytest-flask,1.2.0,pip install pytest-flask,2021-02-27,2021,0.3.1,2014-09-11,2014,https://pypi.org/project/pytest-flask/
pyspark-stubs,3.0.0.post3,pip install pyspark-stubs,2022-01-05,2022,2.3.0,2018-06-16,2018,https://pypi.org/project/pyspark-stubs/
looseversion,1.3.0,pip install looseversion,2023-07-05,2023,1.0.0,2022-05-11,2022,https://pypi.org/project/looseversion/
tensorflow-data-validation,1.14.0,pip install tensorflow-data-validation,2023-08-14,2023,0.9.0,2018-09-08,2018,https://pypi.org/project/tensorflow-data-validation/
django-localflavor,4.0,pip install django-localflavor,2023-04-22,2023,1.0,2013-07-29,2013,https://pypi.org/project/django-localflavor/
scylla-driver,3.26.2,pip install scylla-driver,2023-05-30,2023,3.21.0,2020-06-01,2020,https://pypi.org/project/scylla-driver/
pygraphviz,1.11,pip install pygraphviz,2023-06-01,2023,0.2,2005-11-10,2005,https://pypi.org/project/pygraphviz/
requests-oauth,0.4.1,pip install requests-oauth,2012-06-21,2012,0.2.1,2011-11-10,2011,https://pypi.org/project/requests-oauth/
workflow,2.1.6,pip install workflow,2019-02-21,2019,1.0,2011-08-15,2011,https://pypi.org/project/workflow/
apprise,1.4.5,pip install apprise,2023-07-07,2023,0.0.1,2017-11-26,2017,https://pypi.org/project/apprise/
pyobjc,9.2,pip install pyobjc,2023-06-07,2023,0.9,2003-05-07,2003,https://pypi.org/project/pyobjc/
ptpython,3.0.23,pip install ptpython,2023-02-22,2023,0.1,2014-09-29,2014,https://pypi.org/project/ptpython/
binpacking,1.5.2,pip install binpacking,2021-11-30,2021,1.0,2016-04-01,2016,https://pypi.org/project/binpacking/
awsiotsdk,1.18.0,pip install awsiotsdk,2023-08-14,2023,0.2.4,2019-05-13,2019,https://pypi.org/project/awsiotsdk/
pyactiveresource,2.2.2,pip install pyactiveresource,2021-02-04,2021,0.1,2008-03-20,2008,https://pypi.org/project/pyactiveresource/
fastdiff,0.3.0,pip install fastdiff,2021-05-12,2021,0.1.0,2019-07-05,2019,https://pypi.org/project/fastdiff/
gender-guesser,0.4.0,pip install gender-guesser,2016-12-05,2016,0.2.0,2015-12-06,2015,https://pypi.org/project/gender-guesser/
aws-cdk.aws-elasticloadbalancingv2,1.204.0,pip install aws-cdk.aws-elasticloadbalancingv2,2023-06-19,2023,0.26.0,2019-03-28,2019,https://pypi.org/project/aws-cdk.aws-elasticloadbalancingv2/
pytest-freezegun,0.4.2,pip install pytest-freezegun,2020-07-19,2020,0.1.0,2017-05-21,2017,https://pypi.org/project/pytest-freezegun/
httpstan,4.10.1,pip install httpstan,2023-05-26,2023,0.2.3,2017-07-12,2017,https://pypi.org/project/httpstan/
mypy-boto3-ssm,1.28.16,pip install mypy-boto3-ssm,2023-08-01,2023,0.1.6,2019-11-09,2019,https://pypi.org/project/mypy-boto3-ssm/
pytest-mypy,0.10.3,pip install pytest-mypy,2022-12-18,2022,0.1.0,2016-09-29,2016,https://pypi.org/project/pytest-mypy/
tf-agents,0.17.0,pip install tf-agents,2023-07-10,2023,0.2.0rc0,2018-12-04,2018,https://pypi.org/project/tf-agents/
Flask-Testing,0.8.1,pip install Flask-Testing,2020-12-24,2020,0.1,2010-07-01,2010,https://pypi.org/project/Flask-Testing/
vaderSentiment,3.3.2,pip install vaderSentiment,2020-05-22,2020,0.5,2014-11-17,2014,https://pypi.org/project/vaderSentiment/
mariadb,1.1.7,pip install mariadb,2023-07-11,2023,0.9.52,2019-12-18,2019,https://pypi.org/project/mariadb/
python-graphql-client,0.4.3,pip install python-graphql-client,2021-03-04,2021,0.1.0,2020-01-21,2020,https://pypi.org/project/python-graphql-client/
grequests,0.7.0,pip install grequests,2023-06-08,2023,0.1.0,2012-05-10,2012,https://pypi.org/project/grequests/
unstructured,0.10.4,pip install unstructured,2023-08-18,2023,0.0.1.dev0,2022-09-06,2022,https://pypi.org/project/unstructured/
asyncache,0.3.1,pip install asyncache,2022-11-15,2022,0.1.0,2018-11-03,2018,https://pypi.org/project/asyncache/
pytorch-metric-learning,2.3.0,pip install pytorch-metric-learning,2023-07-25,2023,0.9.0,2019-10-24,2019,https://pypi.org/project/pytorch-metric-learning/
pytest-reportportal,5.2.1,pip install pytest-reportportal,2023-07-18,2023,0.2.2,2017-05-02,2017,https://pypi.org/project/pytest-reportportal/
pip-api,0.0.30,pip install pip-api,2022-07-19,2022,0.0.1,2018-03-20,2018,https://pypi.org/project/pip-api/
json-rpc,1.15.0,pip install json-rpc,2023-06-11,2023,0.1,2013-09-30,2013,https://pypi.org/project/json-rpc/
pypsrp,0.8.1,pip install pypsrp,2022-02-21,2022,0.1.0,2018-07-13,2018,https://pypi.org/project/pypsrp/
pylibftdi,0.21.0,pip install pylibftdi,2023-06-05,2023,0.3,2010-09-16,2010,https://pypi.org/project/pylibftdi/
Pyomo,6.6.1,pip install Pyomo,2023-05-30,2023,4.0rc9540,2014-12-25,2014,https://pypi.org/project/Pyomo/
django-polymorphic,3.1.0,pip install django-polymorphic,2021-11-18,2021,0.2,2011-04-27,2011,https://pypi.org/project/django-polymorphic/
pyathenajdbc,3.0.1,pip install pyathenajdbc,2020-12-31,2020,1.0.1,2017-01-04,2017,https://pypi.org/project/pyathenajdbc/
opentelemetry-exporter-jaeger-thrift,1.19.0,pip install opentelemetry-exporter-jaeger-thrift,2023-07-13,2023,1.0.0,2021-03-26,2021,https://pypi.org/project/opentelemetry-exporter-jaeger-thrift/
sqlite-utils,3.35,pip install sqlite-utils,2023-08-18,2023,0.2,2018-07-29,2018,https://pypi.org/project/sqlite-utils/
oslo.context,5.1.1,pip install oslo.context,2023-02-21,2023,0.1.0,2014-12-08,2014,https://pypi.org/project/oslo.context/
pytablewriter,1.0.0,pip install pytablewriter,2023-06-25,2023,0.1.0,2016-05-23,2016,https://pypi.org/project/pytablewriter/
PTable,0.9.2,pip install PTable,2015-05-28,2015,0.9.0,2015-05-02,2015,https://pypi.org/project/PTable/
oslo.log,5.2.0,pip install oslo.log,2023-03-21,2023,0.1.0,2014-08-26,2014,https://pypi.org/project/oslo.log/
insightface,0.7.3,pip install insightface,2023-04-02,2023,0.1.0,2019-08-29,2019,https://pypi.org/project/insightface/
python-Levenshtein-wheels,0.13.2,pip install python-Levenshtein-wheels,2021-01-31,2021,0.13.0,2019-01-28,2019,https://pypi.org/project/python-Levenshtein-wheels/
testing.common.database,2.0.3,pip install testing.common.database,2017-10-23,2017,1.0.0,2016-02-01,2016,https://pypi.org/project/testing.common.database/
databricks-pypi2,0.2,pip install databricks-pypi2,2018-11-13,2018,0.1,2018-11-13,2018,https://pypi.org/project/databricks-pypi2/
pyobjc-framework-CoreBluetooth,9.2,pip install pyobjc-framework-CoreBluetooth,2023-06-07,2023,3.1,2016-03-28,2016,https://pypi.org/project/pyobjc-framework-CoreBluetooth/
PyScaffold,4.5,pip install PyScaffold,2023-06-20,2023,0.1.2,2014-04-11,2014,https://pypi.org/project/PyScaffold/
pytest-spark,0.6.0,pip install pytest-spark,2020-02-23,2020,0.1.0,2016-12-29,2016,https://pypi.org/project/pytest-spark/
tdda,2.0.9,pip install tdda,2023-02-10,2023,0.2.3,2017-01-18,2017,https://pypi.org/project/tdda/
quantconnect-stubs,15802,pip install quantconnect-stubs,2023-08-18,2023,9811,2020-11-13,2020,https://pypi.org/project/quantconnect-stubs/
meson-python,0.13.2,pip install meson-python,2023-06-28,2023,0.1.0,2021-10-28,2021,https://pypi.org/project/meson-python/
python-tds,1.13.0,pip install python-tds,2023-07-21,2023,0.1,2012-11-19,2012,https://pypi.org/project/python-tds/
curatorbin,1.2.4,pip install curatorbin,2022-01-28,2022,0.8,2021-01-26,2021,https://pypi.org/project/curatorbin/
aiojobs,1.1.0,pip install aiojobs,2022-10-16,2022,0.0.1,2017-07-01,2017,https://pypi.org/project/aiojobs/
xlrd3,1.1.0,pip install xlrd3,2021-04-25,2021,1.0.0,2020-05-07,2020,https://pypi.org/project/xlrd3/
apache-airflow-providers-apache-hive,6.1.4,pip install apache-airflow-providers-apache-hive,2023-08-08,2023,1.0.0b1,2020-11-09,2020,https://pypi.org/project/apache-airflow-providers-apache-hive/
bravado,11.0.3,pip install bravado,2021-03-02,2021,1.0.0-rc1,2015-05-14,2015,https://pypi.org/project/bravado/
spacy-transformers,1.2.5,pip install spacy-transformers,2023-06-12,2023,0.5.0.dev0,2019-10-08,2019,https://pypi.org/project/spacy-transformers/
tslearn,0.6.1,pip install tslearn,2023-07-05,2023,0.0.21,2017-06-13,2017,https://pypi.org/project/tslearn/
pyobjc-framework-SystemConfiguration,9.2,pip install pyobjc-framework-SystemConfiguration,2023-06-07,2023,2.2b1,2009-03-08,2009,https://pypi.org/project/pyobjc-framework-SystemConfiguration/
django-rest-auth,0.9.5,pip install django-rest-auth,2019-04-01,2019,0.1,2014-04-30,2014,https://pypi.org/project/django-rest-auth/
lightning,2.0.7,pip install lightning,2023-08-16,2023,1.8.0rc1,2022-10-27,2022,https://pypi.org/project/lightning/
decli,0.6.1,pip install decli,2023-06-03,2023,0.3.0,2018-08-13,2018,https://pypi.org/project/decli/
humbug,0.3.2,pip install humbug,2023-07-13,2023,0.1.2,2021-02-26,2021,https://pypi.org/project/humbug/
django-autocomplete-light,3.9.7,pip install django-autocomplete-light,2023-05-12,2023,0.1,2012-05-10,2012,https://pypi.org/project/django-autocomplete-light/
awscliv2,2.2.0,pip install awscliv2,2022-05-25,2022,1.0.0,2020-08-29,2020,https://pypi.org/project/awscliv2/
django-auth-ldap,4.5.0,pip install django-auth-ldap,2023-08-08,2023,1.0.10,2011-06-23,2011,https://pypi.org/project/django-auth-ldap/
kafka,1.3.5,pip install kafka,2017-10-07,2017,1.0.0,2016-02-16,2016,https://pypi.org/project/kafka/
ngram,4.0.3,pip install ngram,2021-09-15,2021,2.0.0b2,2006-07-07,2006,https://pypi.org/project/ngram/
django-reversion,5.0.4,pip install django-reversion,2022-11-12,2022,1.1,2009-01-05,2009,https://pypi.org/project/django-reversion/
speechbrain,0.5.15,pip install speechbrain,2023-07-22,2023,0.5.4,2021-03-15,2021,https://pypi.org/project/speechbrain/
types-aiobotocore,2.6.0,pip install types-aiobotocore,2023-08-12,2023,2.1.0,2022-02-07,2022,https://pypi.org/project/types-aiobotocore/
wiki-fetch,0.1.1,pip install wiki-fetch,2023-02-23,2023,0.0.0,2022-12-08,2022,https://pypi.org/project/wiki-fetch/
ptvsd,4.3.2,pip install ptvsd,2019-08-13,2019,2.0.0pr1,2013-09-09,2013,https://pypi.org/project/ptvsd/
signxml,3.2.1,pip install signxml,2023-08-06,2023,0.0.1,2014-09-03,2014,https://pypi.org/project/signxml/
GPUtil,1.4.0,pip install GPUtil,2018-12-18,2018,1.2.0,2017-02-05,2017,https://pypi.org/project/GPUtil/
databricks-feature-store,0.14.1,pip install databricks-feature-store,2023-08-17,2023,0.6.1rc1,2022-08-18,2022,https://pypi.org/project/databricks-feature-store/
pyphonetics,0.5.3,pip install pyphonetics,2020-02-25,2020,0.4,2016-11-17,2016,https://pypi.org/project/pyphonetics/
nats-py,2.3.1,pip install nats-py,2023-06-04,2023,2.0.0a1,2021-11-04,2021,https://pypi.org/project/nats-py/
blobfile,2.0.2,pip install blobfile,2023-04-21,2023,0.1,2019-06-24,2019,https://pypi.org/project/blobfile/
badX12,0.2.2,pip install badX12,2018-12-07,2018,0.1.0,2018-10-26,2018,https://pypi.org/project/badX12/
pyobjc-framework-CoreText,9.2,pip install pyobjc-framework-CoreText,2023-06-07,2023,2.2b1,2009-03-08,2009,https://pypi.org/project/pyobjc-framework-CoreText/
opentelemetry-instrumentation-starlette,0.40b0,pip install opentelemetry-instrumentation-starlette,2023-07-13,2023,0.10b0,2020-06-23,2020,https://pypi.org/project/opentelemetry-instrumentation-starlette/
pyobjc-framework-libdispatch,9.2,pip install pyobjc-framework-libdispatch,2023-06-07,2023,4.1,2017-12-06,2017,https://pypi.org/project/pyobjc-framework-libdispatch/
wordninja,2.0.0,pip install wordninja,2019-08-10,2019,0.1.0,2017-04-20,2017,https://pypi.org/project/wordninja/
pyobjc-framework-Security,9.2,pip install pyobjc-framework-Security,2023-06-07,2023,4.1,2017-12-06,2017,https://pypi.org/project/pyobjc-framework-Security/
zarr,2.16.1,pip install zarr,2023-08-18,2023,0.2.2,2015-12-18,2015,https://pypi.org/project/zarr/
pycaret,3.0.4,pip install pycaret,2023-07-02,2023,0.0.1,2019-11-29,2019,https://pypi.org/project/pycaret/
argparse-addons,0.12.0,pip install argparse-addons,2023-01-29,2023,0.1.0,2020-06-21,2020,https://pypi.org/project/argparse-addons/
mypy-boto3-elbv2,1.28.24,pip install mypy-boto3-elbv2,2023-08-10,2023,0.1.6,2019-11-09,2019,https://pypi.org/project/mypy-boto3-elbv2/
jupyter_latex_envs,1.4.6,pip install jupyter_latex_envs,2018-12-02,2018,1.2.3,2016-08-31,2016,https://pypi.org/project/jupyter_latex_envs/
model-index,0.1.11,pip install model-index,2021-03-22,2021,0.1.2,2021-02-23,2021,https://pypi.org/project/model-index/
pyobjc-framework-CoreAudio,9.2,pip install pyobjc-framework-CoreAudio,2023-06-07,2023,5.0a1,2018-08-05,2018,https://pypi.org/project/pyobjc-framework-CoreAudio/
pyobjc-framework-CoreData,9.2,pip install pyobjc-framework-CoreData,2023-06-07,2023,2.2b1,2009-03-08,2009,https://pypi.org/project/pyobjc-framework-CoreData/
pyobjc-framework-CoreServices,9.2,pip install pyobjc-framework-CoreServices,2023-06-07,2023,4.0b1,2017-08-27,2017,https://pypi.org/project/pyobjc-framework-CoreServices/
aws-cdk.aws-sns-subscriptions,1.204.0,pip install aws-cdk.aws-sns-subscriptions,2023-06-19,2023,0.34.0,2019-06-18,2019,https://pypi.org/project/aws-cdk.aws-sns-subscriptions/
aws-cdk.aws-cognito,1.204.0,pip install aws-cdk.aws-cognito,2023-06-19,2023,0.26.0,2019-03-28,2019,https://pypi.org/project/aws-cdk.aws-cognito/
pytest-deadfixtures,2.2.1,pip install pytest-deadfixtures,2020-07-23,2020,0.1.0,2017-12-31,2017,https://pypi.org/project/pytest-deadfixtures/
pyobjc-framework-LaunchServices,9.2,pip install pyobjc-framework-LaunchServices,2023-06-07,2023,2.2b2,2009-05-26,2009,https://pypi.org/project/pyobjc-framework-LaunchServices/
pyobjc-framework-AddressBook,9.2,pip install pyobjc-framework-AddressBook,2023-06-07,2023,2.2b1,2009-03-08,2009,https://pypi.org/project/pyobjc-framework-AddressBook/
pyobjc-framework-WebKit,9.2,pip install pyobjc-framework-WebKit,2023-06-07,2023,2.2b2,2009-05-26,2009,https://pypi.org/project/pyobjc-framework-WebKit/
pyobjc-framework-AppleScriptKit,9.2,pip install pyobjc-framework-AppleScriptKit,2023-06-07,2023,2.2b1,2009-03-08,2009,https://pypi.org/project/pyobjc-framework-AppleScriptKit/
cvdupdate,1.1.1,pip install cvdupdate,2022-07-28,2022,0.1.0,2021-03-08,2021,https://pypi.org/project/cvdupdate/
mirakuru,2.5.1,pip install mirakuru,2023-02-27,2023,0.1.0,2014-07-02,2014,https://pypi.org/project/mirakuru/
rembg,2.0.50,pip install rembg,2023-07-13,2023,2.0.28,2022-11-24,2022,https://pypi.org/project/rembg/
sqlalchemy-migrate,0.13.0,pip install sqlalchemy-migrate,2019-10-22,2019,0.1,2008-01-20,2008,https://pypi.org/project/sqlalchemy-migrate/
pyobjc-framework-CFNetwork,9.2,pip install pyobjc-framework-CFNetwork,2023-06-07,2023,2.2b2,2009-05-26,2009,https://pypi.org/project/pyobjc-framework-CFNetwork/
pyobjc-framework-ExceptionHandling,9.2,pip install pyobjc-framework-ExceptionHandling,2023-06-07,2023,2.2b1,2009-03-08,2009,https://pypi.org/project/pyobjc-framework-ExceptionHandling/
pyobjc-framework-SyncServices,9.2,pip install pyobjc-framework-SyncServices,2023-06-07,2023,2.2b1,2009-03-08,2009,https://pypi.org/project/pyobjc-framework-SyncServices/
apache-airflow-providers-tableau,4.2.1,pip install apache-airflow-providers-tableau,2023-06-23,2023,1.0.0rc1,2021-02-27,2021,https://pypi.org/project/apache-airflow-providers-tableau/
pyobjc-framework-Automator,9.2,pip install pyobjc-framework-Automator,2023-06-07,2023,2.2b1,2009-03-08,2009,https://pypi.org/project/pyobjc-framework-Automator/
ipcqueue,0.9.7,pip install ipcqueue,2021-09-11,2021,0.9.0,2017-03-13,2017,https://pypi.org/project/ipcqueue/
python-barcode,0.15.1,pip install python-barcode,2023-07-05,2023,0.8,2017-10-12,2017,https://pypi.org/project/python-barcode/
stepfunctions,2.3.0,pip install stepfunctions,2022-01-24,2022,1.0.0.1,2019-11-07,2019,https://pypi.org/project/stepfunctions/
types-aiobotocore-s3,2.6.0,pip install types-aiobotocore-s3,2023-08-12,2023,2.1.0,2022-02-07,2022,https://pypi.org/project/types-aiobotocore-s3/
pyobjc-framework-FSEvents,9.2,pip install pyobjc-framework-FSEvents,2023-06-07,2023,2.2b1,2009-03-08,2009,https://pypi.org/project/pyobjc-framework-FSEvents/
pyobjc-framework-PreferencePanes,9.2,pip install pyobjc-framework-PreferencePanes,2023-06-07,2023,2.2b1,2009-03-08,2009,https://pypi.org/project/pyobjc-framework-PreferencePanes/
pyobjc-framework-ScreenSaver,9.2,pip install pyobjc-framework-ScreenSaver,2023-06-07,2023,2.2b1,2009-03-08,2009,https://pypi.org/project/pyobjc-framework-ScreenSaver/
django-mysql,4.11.0,pip install django-mysql,2023-07-10,2023,0.1.0,2015-02-05,2015,https://pypi.org/project/django-mysql/
pyobjc-framework-InstallerPlugins,9.2,pip install pyobjc-framework-InstallerPlugins,2023-06-07,2023,2.2b1,2009-03-08,2009,https://pypi.org/project/pyobjc-framework-InstallerPlugins/
pyobjc-framework-LatentSemanticMapping,9.2,pip install pyobjc-framework-LatentSemanticMapping,2023-06-07,2023,2.2b1,2009-03-08,2009,https://pypi.org/project/pyobjc-framework-LatentSemanticMapping/
pyobjc-framework-SearchKit,9.2,pip install pyobjc-framework-SearchKit,2023-06-07,2023,2.2b1,2009-03-08,2009,https://pypi.org/project/pyobjc-framework-SearchKit/
tabledata,1.3.1,pip install tabledata,2023-02-18,2023,0.0.1,2017-11-12,2017,https://pypi.org/project/tabledata/
pyobjc-framework-CoreAudioKit,9.2,pip install pyobjc-framework-CoreAudioKit,2023-06-07,2023,5.0a1,2018-08-05,2018,https://pypi.org/project/pyobjc-framework-CoreAudioKit/
